policy_name,budget,n_seeds,policy_wins,policy_win_fraction,mean_policy_minus_baseline_distance,median_policy_minus_baseline_distance,mean_relative_difference_policy_minus_baseline
stochastic_epsilon_greedy_eps0.2,1170,30,16,0.5333333333333333,1.748632307020346e-07,-2.1455727379886212e-07,0.4127191826660655
stochastic_epsilon_greedy_eps0.2,1215,30,15,0.5,-6.088661122239338e-07,8.059940809621266e-08,0.3660487277417524
stochastic_epsilon_greedy_eps0.2,1260,30,21,0.7,-2.469917420277481e-07,-7.765021477294457e-07,0.24139227511136205
stochastic_epsilon_greedy_eps0.2,1305,30,14,0.4666666666666667,2.004141426637214e-07,1.2313336467532925e-07,0.4441272078054999
stochastic_epsilon_greedy_eps0.2,1350,30,12,0.4,8.911103091185361e-07,7.444032741541354e-07,0.6511756571165233
stochastic_epsilon_greedy_eps0.2,1395,30,18,0.6,-2.1055147727491276e-06,-8.251827930775254e-07,0.03231028624078934
stochastic_epsilon_greedy_eps0.2,1440,30,18,0.6,-1.505014391118323e-06,-5.488056953118612e-07,0.3493387249481533
stochastic_epsilon_greedy_eps0.2,1485,30,13,0.43333333333333335,1.907640679252022e-08,1.5382914513112913e-07,0.2095702796122977
stochastic_epsilon_greedy_eps0.2,1530,30,21,0.7,-1.153052240462029e-06,-7.158457651654524e-07,-0.07779286012117614
stochastic_epsilon_greedy_eps0.2,1575,30,16,0.5333333333333333,-4.148426254543397e-08,-5.322034622263878e-08,0.3502652510495578
stochastic_epsilon_greedy_eps0.2,1620,30,18,0.6,-4.076906430026489e-07,-2.669037930876919e-07,0.06706101686327946
stochastic_epsilon_greedy_eps0.2,1665,30,20,0.6666666666666666,-6.342688525286107e-07,-8.840360962966221e-07,0.10537587019102015
stochastic_epsilon_greedy_eps0.2,1710,30,16,0.5333333333333333,8.30450688782239e-07,-4.549821132776533e-08,0.9204718647691722
stochastic_epsilon_greedy_eps0.2,1755,30,17,0.5666666666666667,3.015928826100472e-07,-2.4538796752009293e-07,0.4498385988768374
stochastic_epsilon_greedy_eps0.2,1798,30,0,0.0,0.0,0.0,
stochastic_exploration_bonus_c0.25,45,30,0,0.0,0.0,0.0,0.0
stochastic_exploration_bonus_c0.25,90,30,9,0.3,1.2969899399765881e-05,1.0693273030660928e-05,0.987693771674653
stochastic_exploration_bonus_c0.25,135,30,9,0.3,5.424557963923577e-06,4.443674303073331e-06,1.0764837688090247
stochastic_exploration_bonus_c0.25,180,30,11,0.36666666666666664,5.645272059502378e-06,2.6236829701974567e-06,0.6368964869984918
stochastic_exploration_bonus_c0.25,225,30,12,0.4,2.5644955230224495e-06,7.025857843879876e-07,0.2969364703094605
stochastic_exploration_bonus_c0.25,270,30,10,0.3333333333333333,1.8785729163499766e-06,1.067824535112574e-06,0.3513722063910729
